Token,LOC,PER,ORG,MISC
,
qui
doit
être
très
court
,
on
se
remet
à
l'
ouvrage
.
Si
je
sors
,
le
secrétaire
m'
accompagne
	;	
il
a
un
crayon
et
du
papier
.
Je
dicte
toujours
:
en
voiture
,
à
la
promenade
,
en
visite
,
partout
!
Le
soir
,
le
secrétaire
dîne
avec
moi
.
Après
le
dîner
,
nous
relisons
ce
que
j'
ai
dicté
dans
la
journée
.
Je
me
couche
à
huit
heures
,
et
le
secrétaire
est
libre
jusqu'
au
lendemain
.
Je
donne
cent
francs
par
mois
et
le
dîner
.
Ce
n'
est
pas
le
Pérou
	;	
mais
dans
trois
ans
,
les
mémoires
terminés
,
il
y
aura
un
cadeau
,
et
un
cadeau
royal
,
foi
d'
Hacqueville
!
Ce
que
je
demande
,
c'
est
qu'
on
soit
exact
,
qu'
on
ne
se
marie
pas
,
et
qu'
on
sache
écrire
très
vite
sous
la
dictée
.
Savez
-vous
écrire
sous
la
dictée
?
«
--
Oh
!
parfaitement
,
monsieur
le
marquis
",,,,
,,,,
répondis,,,,
-je,,,,
avec,,,,
une,,,,
forte,,,,
envie,,,,
de,,,,
rire,,,,
.,,,,
«,,,,
C',,,,
était,,,,
si,,,,
comique,,,,
,,,,
en,,,,
effet,,,,
,,,,
cet,,,,
acharnement,,,,
du,,,,
destin,,,,
à,,,,
me,,,,
faire,,,,
écrire,,,,
sous,,,,
la,,,,
dictée,,,,
toute,,,,
ma,,,,
vie,,,,
!,,,,
...,,,,
«,,,,
--,,,,
Eh,,,,
bien,,,,
,,,,
alors,,,,
,,,,
mettez,,,,
-vous,,,,
là,,,,
,,,,
reprit,,,,
le,,,,
marquis,,,,
.,,,,
Voici,,,,
du,,,,
papier,,,,
et,,,,
de,,,,
l',,,,
encre,,,,
.,,,,
Nous,,,,
allons,,,,
travailler,,,,
tout,,,,
de,,,,
suite,,,,
.,,,,
J',,,,
en,,,,
suis,,,,
au,,,,
chapitre,,,,
XXIV,,,,
:,,,,
«,,,,
Mes,,,,
démêlés,,,,
avec,,,,
M.,,,,
de,,,,
Villéle,,,,
.,,,,
Écrivez,,,,
...,,,,
"
Et
le
voilà
qui
se
met
à
me
dicter
d'
une
petite
voix
de
cigale
,
en
sautillant
d'
un
bout
de
la
pièce
à
l'
autre
.
«
C'
est
ainsi
,
mon
Daniel
,
que
je
suis
entré
chez
cet
original
,
lequel
est
au
fond
un
excellent
homme
.
«
Jusqu'
à
présent
,
nous
sommes
très
contents
l'
un
de
l'
autre
	;	
hier
au
soir
,
en
apprenant
ton
arrivée
,
il
a
voulu
me
faire
emporter
pour
toi
cette
bouteille
de
vin
vieux
.
On
nous
en
sert
une
comme
cela
tous
les
jours
à
notre
dîner
,
c'
est
te
dire
si
l'
on
dîne
bien
.
Le
matin
,
par
exemple
,
j'
apporte
mon
déjeuner
	;	
et
tu
rirais
de
me
voir
manger
mes
deux
sous
de
fromage
d'
Italie
dans
une
fine
assiette
de
Moustiers
,
sur
une
nappe
à
blason
.
Ce
que
le
bonhomme
en
fait
,
ce
n'
est
pas
par
avarice
,
mais
pour
éviter
à
son
vieux
cuisinier
,
M.
Pilois
,
la
fatigue
de
me
préparer
mon
déjeuner
...
En
somme
,
la
vie
que
je
mène
n'
est
pas
désagréable
.
Les
mémoires
du
marquis
sont
fort
instructifs
,
j'
apprends
sur
M.
Decazes
et
M.
de
Villèle
une
foule
de
choses
qui
ne
peuvent
pas
manquer
de
me
servir
un
jour
ou
l'
autre
.
À
huit
heures
du
soir
,
je
suis
libre
.
Je
vais
lire
les
journaux
dans
un
cabinet
de
lecture
,
ou
bien
encore
dire
bonjour
à
notre
ami
Pierrotte
...
Est
-ce
que
tu
te
rappelles
,
l'
ami
Pierrotte
?
Tu
sais
!
Pierrotte
des
Cévennes
,
le
frère
de
lait
de
maman
!
Aujourd'hui
Pierrotte
n'
est
plus
Pierrotte
:
c'
est
M.
Pierrotte
comme
les
deux
bras
.
Il
a
un
beau
magasin
de
porcelaines
au
passage
du
Saumon
	;	
et
comme
il
aimait
beaucoup
Mme
Eyssette
,
j'
ai
trouvé
sa
maison
ouverte
à
tous
battants
.
Pendant
les
soirées
d'
hiver
,
c'
était
une
ressource
...
Mais
maintenant
que
te
voilà
,
je
ne
suis
plus
en
peine
pour
mes
soirées
...
Ni
toi
non
plus
,
n'
est
-ce
pas
,
frérot
?
Oh
!
Daniel
,
mon
Daniel
,
que
je
suis
content
!
Comme
nous
allons
être
heureux
!
...
»
III
--
MA
MERE
JACQUES
Jacques
a
fini
Son
Odyssée
,
maintenant
C'
est
le
tour
de
la
mienne
.
Le
feu
qui
meurt
a
beau
nous
faire
signe
:
«
Allez
vous
coucher
,
mes
enfants
»
,
les
bougies
ont
beau
crier
:
«
Au
lit
!
au
lit
!
Nous
sommes
brûlées
jusqu'
aux
bobèches
.
»
--
«
On
ne
vous
écoute
pas
»
,
leur
dit
Jacques
en
riant
,
et
notre
veillée
continue
.
Vous
comprenez
!
ce
que
je
raconte
à
mon
frère
l'
intéresse
beaucoup
.
C'
est
la
vie
du
petit
Chose
au
collège
de
Sarlande
	;	
cette
triste
vie
que
le
lecteur
se
rappelle
sans
doute
.
Ce
sont
les
enfants
laids
et
féroces
,
les
persécutions
,
les
haines
,
les
humiliations
,
les
clefs
de
M.
Viot
toujours
en
colère
,
la
petite
chambre
sous
les
combles
où
l'
on
étouffait
,
les
trahisons
,
les
nuits
de
larmes
	;	
et
puis
aussi
--
car
Jacques
est
si
bon
qu'
on
peut
tout
lui
dire
--
ce
sont
les
débauches
du
café
Barbette
,
l'
absinthe
avec
les
caporaux
,
les
dettes
,
l'
abandon
de
soi
-
même
,
tout
enfin
,
jusqu'
au
suicide
et
la
terrible
prédiction
de
l'
abbé
Germane
:
«
Tu
seras
un
enfant
toute
ta
vie
.
»
Les
coudes
sur
la
table
,
la
tête
dans
ses
mains
,
Jacques
écoute
jusqu'
au
bout
ma
confession
sans
l'
interrompre
.
De
temps
en
temps
,
je
le
vois
qui
frissonne
et
je
l'
entends
dire
:
«
Pauvre
petit
!
pauvre
petit
!
»
Quand
j'
ai
fini
,
il
se
lève
,
me
prend
les
mains
et
me
dit
d'
une
voix
douce
qui
tremble
:
«
L'
abbé
Germane
avait
raison
:
vois
-
tu
Daniel
,
tu
es
un
enfant
,
un
petit
enfant
incapable
d'
aller
seul
dans
la
vie
,
et
tu
as
bien
fait
de
te
réfugier
près
de
moi
.
«
Dès
aujourd'hui
tu
n'
es
plus
seulement
mon
frère
,
tu
es
mon
fils
aussi
,
et
puisque
notre
mère
est
loin
,
c'
est
moi
qui
la
remplacerai
.
Le
veux
-
tu
?
dis
,
Daniel
!
Veux
-
tu
que
je
sois
ta
mère
Jacques
?
Je
ne
t'
ennuierai
pas
beaucoup
,
tu
verras
.
Tout
ce
que
je
te
demande
,
c'
est
de
me
laisser
toujours
marcher
à
côté
de
toi
et
de
te
tenir
la
main
.
Avec
cela
,
tu
peux
être
tranquille
et
regarder
la
vie
en
face
,
comme
un
homme
:
elle
ne
te
mangera
pas
.
»
Pour
toute
réponse
,
je
lui
saute
au
cou
:
«
O
ma
mère
Jacques
,
que
tu
es
bon
!
»
--
Et
me
voilà
pleurant
à
chaudes
larmes
sans
pouvoir
m'
arrêter
,
tout
à
fait
comme
l'
ancien
Jacques
,
de
Lyon
.
Le
Jacques
d'
aujourd'hui
ne
pleure
plus
,
lui
	;	
la
citerne
est
à
sec
,
comme
il
dit
.
Quoi
qu'
il
arrive
,
il
ne
pleurera
plus
jamais
.
À
ce
moment
,
sept
heures
sonnent
.
Les
vitres
s'
allument
.
Une
lueur
pâle
entre
dans
la
chambre
en
frissonnant
.
«
Voilà
le
jour
,
Daniel
,
dit
Jacques
.
Il
est
temps
de
dormir
.
Couche
-
toi
vite
...
tu
dois
en
avoir
besoin
.
–
Et
toi
,
Jacques
?
–
Oh
!
moi
,
je
n'
ai
pas
deux
jours
de
chemin
de
fer
dans
les
reins
...
D'
ailleurs
,
avant
d'
aller
chez
le
marquis
,
il
faut
que
je
rapporte
quelques
livres
au
cabinet
de
lecture
et
je
n'
ai
pas
de
temps
à
perdre
...
Tu
sais
que
le
marquis
d'
Hacqueville
ne
plaisante
pas
...
Je
rentrerai
ce
soir
à
huit
heures
...
Toi
,
quand
tu
te
seras
bien
reposé
,
tu
sortiras
un
peu
.
Surtout
je
te
recommande
...
»
Ici
ma
mère
Jacques
commence
à
me
faire
une
foule
de
recommandations
très
importantes
pour
un
nouveau
débarqué
comme
moi
	;	
par
malheur
,
tandis
qu'
il
me
les
fait
,
je
me
suis
étendu
sur
le
lit
,
et
sans
dormir
précisément
,
je
n'
ai
déjà
plus
les
idées
bien
nettes
.
La
fatigue
,
le
pâté
,
les
larmes
...
Je
suis
aux
trois
quarts
assoupi
...
J'
entends
d'
une
façon
confuse
quelqu'
un
qui
me
parle
d'
un
restaurant
tout
près
d'
ici
,
d'
argent
dans
mon
gilet
,
de
ponts
à
traverser
,
de
boulevards
à
suivre
,
de
sergents
de
ville
à
consulter
,
et
du
clocher
de
Saint-Germain-des-Prés
comme
point
de
ralliement
.
Dans
mon
demi-sommeil
,
c'
est
surtout
ce
clocher
de
Saint-Germain
qui
m'
impressionne
.
Je
vois
deux
,
cinq
,
dix
clochers
de
Saint-Germain
rangés
autour
de
mon
lit
comme
des
poteaux
indicateurs
.
Parmi
tous
ces
clochers
,
quelqu'
un
va
et
vient
dans
la
chambre
,
tisonne
le
feu
,
ferme
les
rideaux
des
croisées
,
puis
s'
approche
de
moi
,
me
pose
un
manteau
sur
les
pieds
,
m'
embrasse
au
front
et
s'
éloigne
doucement
avec
un
bruit
de
porte
...
Je
dormais
depuis
quelques
heures
,
et
je
crois
que
j'
aurais
dormi
jusqu'
au
retour
de
ma
mère
Jacques
,
quand
le
son
d'
une
cloche
me
réveilla
subitement
.
C'
était
la
cloche
de
Sarlande
,
l'
horrible
cloche
de
fer
qui
sonnait
comme
autrefois
:
«
Dig
!
dong
!
réveillez
-vous
!
dig
!
dong
!
habillez
-vous
!
»
D'
un
bond
je
fus
au
milieu
de
la
chambre
,
la
bouche
ouverte
pour
crier
comme
au
dortoir
:
«
Allons
,
messieurs
!
»
Puis
,
quand
je
m'
aperçus
que
j'
étais
chez
Jacques
,
je
partis
d'
un
grand
éclat
de
rire
et
je
me
mis
à
gambader
follement
par
la
chambre
.
Ce
que
j'
avais
pris
pour
la
cloche
de
Sarlande
,
c'
était
la
cloche
d'
un
atelier
du
voisinage
qui
sonnait
sec
et
féroce
comme
celle
de
là
-
bas
.
Pourtant
la
cloche
du
collège
avait
encore
quelque
chose
de
plus
méchant
,
de
plus
enfer
,
Heureusement
elle
était
à
deux
cents
lieues
	;	
et
,
si
fort
qu'
elle
sonnât
,
je
ne
risquais
plus
de
l'
entendre
.
J'
allai
à
la
fenêtre
,
et
je
l'
ouvris
.
Je
m'
attendais
presque
à
voir
au
-
dessous
de
moi
la
cour
des
grands
avec
ses
arbres
mélancoliques
et
l'
homme
aux
clefs
rasant
les
murs
...
Au
moment
où
j'
ouvrais
,
midi
sonnait
partout
.
La
grosse
tour
de
Saint-Germain
tinta
la
première
ses
douze
coups
de
l'
angélus
à
la
suite
,
presque
dans
mon
oreille
.
Par
la
fenêtre
ouverte
,
les
grosses
notes
lourdes
tombaient
chez
Jacques
trois
par
trais
,
se
crevaient
en
tombant
comme
des
bulles
sonores
et
remplissaient
de
bruit
toute
la
chambre
.
À
l'
angélus
de
Saint-Germain
,
les
autres
angélus
de
Paris
répondirent
sur
des
timbres
divers
...
En
bas
,
Paris
grondait
,
invisible
...
Je
restai
là
un
moment
à
regarder
luire
dans
la
lumière
les
dômes
,
les
flèches
,
les
tours
	;	
puis
tout
à
coup
,
le
bruit
de
la
ville
montant
jusqu'
à
moi
,
il
me
vint
je
ne
sais
quelle
folle
envie
de
plonger
,
de
me
rouler
dans
le
bruit
,
dans
cette
foule
,
dans
cette
vie
,
dans
ces
passions
,
et
je
me
dis
avec
ivresse
:
«
Allons
voir
Paris
!
»
IV
--
LA
DISCUSSION
DU
BUDGET
Ce
jour
-là
plus
d'
un
Parisien
a
dû
dire
en
rentrant
chez
lui
,
le
soir
,
pour
se
mettre
à
table
:
«
Quel
singulier
petit
bonhomme
j'
ai
rencontré
aujourd'hui
!
»
Le
fait
est
qu'
avec
ses
cheveux
trop
longs
,
son
pantalon
trop
court
,
ses
caoutchoucs
,
ses
bas
bleus
,
son
bouquet
départemental
et
cette
solennité
de
démarche
particulière
à
tous
les
êtres
trop
petits
,
le
petit
Chose
devait
être
tout
à
fait
comique
.
C'
était
justement
une
journée
de
la
fin
de
l'
hiver
,
une
de
ces
journées
tièdes
et
lumineuses
,
qui
à
Paris
,
souvent
sont
plus
le
printemps
que
le
printemps
lui-même
.
Il
y
avait
beaucoup
de
monde
dehors
.
Un
peu
étourdi
par
le
va-et-vient
bruyant
de
la
rue
,
j'
allais
devant
moi
,
timide
,
et
le
long
des
murs
.
On
me
bousculait
,
je
disais
«
pardon
!
»
et
je
devenais
tout
rouge
.
Aussi
je
me
gardais
bien
de
m'
arrêter
devant
les
magasins
et
,
pour
rien
au
monde
,
je
n'
aurais
demandé
ma
route
.
Je
prenais
une
rue
,
puis
une
autre
,
toujours
tout
droit
.
On
me
regardait
.
Cela
me
gênait
beaucoup
.
Il
y
avait
des
gens
qui
se
retournaient
sur
mes
talons
et
des
yeux
qui
riaient
en
passant
près
de
moi
	;	
une
fois
j'
entendis
une
femme
dire
à
une
autre
:
«
Regarde
donc
celui
-là
.
»
Cela
me
fit
broncher
...
Ce
qui
m'
embarrassait
beaucoup
aussi
,
c'
était
l'
œil
inquisiteur
des
sergents
de
ville
.
À
tous
les
coins
de
rue
,
ce
diable
d'
œil
silencieux
se
braquait
sur
moi
curieusement
	;	
et
quand
j'
avais
passé
,
je
le
sentais
encore
qui
me
suivait
de
loin
et
me
brûlait
le
dos
.
Au
fond
,
j'
étais
un
peu
inquiet
.
Je
marchai
ainsi
près
d'
une
heure
,
jusqu'
à
un
grand
boulevard
planté
d'
arbres
grêles
.
Il
y
avait
là
tant
de
bruit
,
tant
de
gens
,
tant
de
voitures
,
que
je
m'
arrêtai
presque
effrayé
.
«
Comment
me
tirer
d'
ici
?
pensai
-je
en
moi
-
même
.
«
Comment
rentrer
à
la
maison
?
Si
je
demande
le
clocher
de
Saint-Germain-des-Prés
,
on
se
moquera
de
moi
.
J'
aurai
l'
air
d'
une
cloche
égarée
qui
revient
de
Rome
,
le
jour
de
Pâques
.
»
Alors
,
pour
me
donner
le
temps
de
prendre
un
parti
,
je
m'
arrêtai
devant
les
affiches
de
théâtre
,
de
l'
air
affairé
d'
un
homme
qui
fait
son
menu
de
spectacles
pour
le
soir
.
Malheureusement
les
affiches
,
fort
intéressantes
d'
ailleurs
,
ne
donnaient
pas
le
moindre
renseignement
sur
le
clocher
de
Saint-Germain
,
et
je
risquais
fort
de
rester
là
jusqu'
au
grand
coup
de
trompette
du
jugement
dernier
,
quand
soudain
ma
mère
Jacques
parut
à
mes
côtés
.
Il
était
aussi
étonné
que
moi
.
«
Comment
!
c'
est
toi
,
Daniel
!
Que
fais
-
tu
là
,
bon
Dieu
?
»
Je
répondis
d'
un
petit
air
négligent
:
«
Tu
vois
!
je
me
promène
.
»
Ce
bon
garçon
de
Jacques
me
regardait
avec
admiration
:
«
C'
est
qu'
il
est
déjà
Parisien
,
vraiment
!
»
Au
fond
,
j'
étais
bien
heureux
de
l'
avoir
,
et
je
m'
accrochai
à
son
bras
avec
une
joie
d'
enfant
,
comme
à
Lyon
,
quand
M.
Eyssette
père
était
venu
nous
chercher
sur
le
bateau
.
«
Quelle
chance
que
nous
nous
soyons
rencontrés
!
me
dit
Jacques
.
Mon
marquis
a
une
extinction
de
voix
,
et
comme
,
heureusement
,
on
ne
peut
pas
dicter
par
gestes
,
il
m'
a
donné
congé
jusqu'
à
demain
...
Nous
allons
en
profiter
pour
faire
une
grande
promenade
...
»
Là
-
dessus
,
il
m'
entraîne
	;	
et
nous
voilà
partis
dans
Paris
,
bien
serrés
l'
un
contre
l'
autre
et
tout
fiers
de
marcher
ensemble
.
Maintenant
que
mon
frère
est
près
de
moi
,
la
rue
ne
me
fait
plus
peur
.
Je
vais
la
tête
haute
,
avec
un
aplomb
de
trompette
aux
zouaves
,
et
gare
au
premier
qui
rira
!
Pourtant
une
chose
m'
inquiète
.
Jacques
,
chemin
faisant
,
me
regarde
à
plusieurs
reprises
d'
un
air
piteux
.
Je
n'
ose
lui
demander
pourquoi
.
«
Sais
-
tu
qu'
ils
sont
très
gentils
tes
caoutchoucs
?
me
dit
-il
au
bout
d'
un
moment
.
–
N'
est
-ce
pas
,
Jacques
?
--
Oui
,
ma
foi
!
très
gentils
...
»
Puis
,
en
souriant
,
il
ajoute
:
«
C'
est
égal
,
quand
je
serai
riche
,
je
t'
achèterai
une
paire
de
bons
souliers
pour
mettre
dedans
.
»
Pauvre
cher
Jacques
!
il
a
dit
cela
sans
malice
	;	
mais
il
n'
en
faut
pas
plus
pour
me
décontenancer
.
Voilà
toutes
mes
hontes
revenues
.
Sur
ce
grand
boulevard
ruisselant
de
clair
soleil
,
je
me
sens
ridicule
avec
mes
caoutchoucs
,
et
quoi
que
Jacques
puisse
me
dire
d'
aimable
en
faveur
de
ma
chaussure
,
je
veux
rentrer
sur-le-champ
.
Nous
rentrons
.
On
s'
installe
au
coin
du
feu
,
et
le
reste
de
la
journée
se
passe
gaiement
à
bavarder
ensemble
comme
deux
moineaux
de
gouttière
...
Vers
le
soir
,
on
frappe
à
notre
porte
.
C'
est
un
domestique
du
marquis
avec
ma
malle
.
«
Très
bien
!
dit
ma
mère
Jacques
.
Nous
allons
inspecter
un
peu
ta
garde-robe
.
»
Pécaire
!
ma
garde
robe
!
...
L'
inspection
commence
.
Il
faut
voir
notre
mine
piteusement
comique
en
faisant
ce
maigre
inventaire
.
Jacques
,
à
genoux
devant
la
malle
,
tire
les
objets
l'
un
après
l'
autre
et
les
annonce
à
mesure
.
«
Un
dictionnaire
...
une
cravate
...
un
autre
dictionnaire
...
Tiens
!
une
pipe
...
tu
fumes
donc
!
...
Encore
une
pipe
...
Bonté
divine
!
que
de
pipes
!
Si
tu
avais
seulement
autant
de
chaussettes
...
Et
ce
gros
livre
,
qu'
est
-ce
que
c'
est
?
...
Oh
!
oh
!
...
Cahier
de
punitions
..
Boucoyran
,
500
lignes
...
Soubeyrol
,
400
lignes
...
Boucoyran
,
500
lignes
...
Boucoyran
...
Boucoyran
...
«
Sapristi
!
tu
ne
le
ménageais
pas
,
le
nommé
Boucoyran
...
C'
est
égal
,
deux
ou
trois
douzaines
de
chemises
feraient
bien
mieux
notre
affaire
.
»
À
cet
endroit
de
l'
inventaire
,
ma
mère
Jacques
pousse
un
cri
de
surprise
...
«
Miséricorde
!
Daniel
...
Qu'
est
-ce
que
je
vois
?
Des
vers
!
ce
sont
des
vers
...
Tu
en
fais
donc
toujours
?
...
«
Cachottier
,
va
!
pourquoi
ne
m'
en
as
-
tu
jamais
parlé
dans
tes
lettres
?
Tu
sais
bien
pourtant
que
je
ne
suis
pas
un
profane
...
J'
ai
fait
des
poèmes
,
moi
aussi
,
dans
le
temps
...
Souviens
-
toi
de
Religion
!
Religion
!
«
Poème
en
douze
chants
!
...
Ça
,
monsieur
le
lyrique
voyons
un
peu
tes
poésies
!
...
–
Oh
!
non
,
Jacques
,
je
t'
en
prie
.
Cela
n'
en
vaut
pas
la
peine
.
–
Tous
les
mêmes
,
ces
poètes
,
dit
Jacques
en
riant
.
«
Allons
!
mets
-
toi
là
,
et
lis
-moi
tes
vers
	;	
sinon
je
vais
les
lire
moi
-
même
,
et
tu
sais
comme
je
lis
mal
!
»
Cette
menace
me
décide
	;	
je
commence
ma
lecture
.
Ce
sont
des
vers
que
j'
ai
faits
au
collège
de
Sarlande
,
sous
les
châtaigniers
de
la
Prairie
,
en
surveillant
les
élèves
...
Bons
,
ou
méchants
?
Je
ne
m'
en
souviens
guère
	;	
mais
quelle
émotion
en
les
lisant
!
...
Pensez
donc
!
des
poésies
qu'
on
n'
a
jamais
montrées
à
personne
...
Et
puis
l'
auteur
de
Religion
!
Religion
!
n'
est
pas
un
juge
ordinaire
.
S'
il
allait
se
moquer
de
moi
?
Pourtant
,
à
mesure
que
je
lis
,
la
musique
des
rimes
me
grise
et
ma
voix
se
raffermit
.
Assis
devant
la
croisée
,
Jacques
m'
écoute
,
impassible
.
Derrière
lui
,
dans
l'
horizon
,
se
couche
un
gros
soleil
rouge
qui
incendie
nos
vitres
.
Sur
le
bord
du
toit
,
un
chat
maigre
bâille
et
s'
étire
en
nous
regardant
	;	
il
a
l'
air
renfrogné
d'
un
sociétaire
de
la
Comédie
-
Française
écoutant
une
tragédie
...
Je
vois
tout
cela
du
coin
de
l'
œil
sans
interrompre
ma
lecture
.
Triomphe
inespéré
!
À
peine
j'
ai
fini
,
Jacques
enthousiasmé
quitte
sa
place
et
me
saute
au
cou
:
«
Oh
!
Daniel
!
que
c'
est
beau
!
que
c'
est
beau
!
»
Je
le
regarde
avec
un
peu
de
défiance
.
«
Vraiment
,
Jacques
,
tu
trouves
?
...
–
Magnifique
,
mon
cher
,
magnifique
!
...
Pense
que
tu
avais
toutes
ces
richesses
dans
ta
malle
et
que
tu
n'
en
disais
rien
!
C'
est
incroyable
!
...
»
Et
voilà
ma
mère
Jacques
qui
marche
à
grands
pas
dans
la
chambre
,
parlant
tout
seul
et
gesticulant
.
Tout
à
coup
,
il
s'
arrête
en
prenant
un
air
solennel
:
«
Il
n'
y
a
plus
à
hésiter
:
Daniel
,
tu
es
poète
,
il
faut
rester
poète
et
chercher
ta
vie
de
ce
côté
-là
.
–
Oh
!
Jacques
,
c'
est
bien
difficile
...
Les
débuts
surtout
.
On
gagne
si
peu
.
–
Bah
!
je
gagnerai
pour
deux
,
n'
aie
pas
peur
.
–
Et
le
foyer
,
Jacques
,
le
foyer
que
nous
voulons
reconstruire
?
–
Le
foyer
!
je
m'
en
charge
.
Je
me
sens
de
force
à
le
reconstruire
à
moi
tout
seul
.
Toi
,
tu
l'
illustreras
,
et
tu
penses
comme
nos
parents
seront
fiers
de
s'
asseoir
à
un
foyer
célèbre
!
...
»
J'
essaie
encore
quelques
objections
	;	
mais
Jacques
a
réponse
à
tout
.
Du
reste
,
il
faut
le
dire
,
je
ne
me
défends
que
faiblement
.
L'
enthousiasme
fraternel
commence
à
me
gagner
.
La
foi
poétique
me
pousse
à
vue
d'
œil
,
et
je
me
sens
déjà
par
tout
mon
être
un
prurigo
lamartinien
...
Il
y
a
un
point
,
par
exemple
,
sur
lequel
Jacques
et
moi
nous
ne
nous
entendons
pas
du
tout
.
Jacques
veut
qu'
à
trente-cinq
ans
j'
entre
à
l'
Académie
française
.
Moi
,
je
m'
y
refuse
énergiquement
.
Foin
de
l'
Académie
!
C'
est
vieux
,
démodé
,
pyramide
d'
Égypte
en
diable
.
«
Raison
de
plus
pour
y
entrer
,
me
dit
Jacques
.
Tu
leur
mettras
un
peu
de
jeune
sang
dans
les
veines
,
à
tous
ces
vieux
Palais
-
Mazarin
...
Et
puis
Mme
Eyssette
sera
si
heureuse
,
songe
donc
!
»
Que
répondre
à
cela
?
Le
nom
de
Mme
Eyssette
est
un
argument
sans
réplique
.
Il
faut
se
résigner
à
endosser
l'
habit
vert
.
Va
donc
pour
l'
Académie
!
Si
mes
collègues
m'
ennuient
trop
,
je
ferai
comme
Mérimée
,
je
n'
irai
jamais
aux
séances
.
Pendant
cette
discussion
,
la
nuit
est
venue
,
les
cloches
de
Saint-Germain
carillonnent
joyeusement
,
comme
pour
célébrer
l'
entrée
de
Daniel
Eyssette
à
l'
Académie
française
.
«
Allons
dîner
!
»
dit
ma
mère
Jacques
	;	
et
,
tout
fier
de
se
montrer
avec
un
académicien
,
il
m'
emmène
dans
une
crémerie
de
la
rue
Saint-Benoît
.
C'
est
un
petit
restaurant
de
pauvres
,
avec
une
table
d'
hôte
au
fond
pour
les
habitués
.
Nous
mangeons
dans
la
première
salle
,
au
milieu
de
gens
très
râpés
,
très
affamés
,
qui
raclent
leurs
assiettes
silencieusement
.
«
Ce
sont
presque
tous
des
hommes
de
lettres
»
,
me
dit
Jacques
à
voix
basse
.
Dans
moi
-
même
,
je
ne
puis
m'
empêcher
de
faire
à
ce
sujet
quelques
réflexions
mélancoliques
	;	
mais
je
me
garde
bien
de
les
communiquer
à
Jacques
de
peur
de
refroidir
son
enthousiasme
.
Le
dîner
est
très
gai
.
M.
Daniel
Eyssette
(
de
l'
Académie
française
)
montre
beaucoup
d'
entrain
,
et
encore
plus
d'
appétit
.
Le
repas
fini
,
on
se
hâte
de
remonter
dans
le
clocher
	;	
et
tandis
que
M
,
l'
académicien
fume
sa
pipe
à
califourchon
sur
la
fenêtre
,
Jacques
,
assis
à
sa
table
,
s'
absorbe
dans
un
grand
travail
de
chiffres
qui
paraît
l'
inquiéter
beaucoup
.
Il
se
ronge
les
ongles
,
s'
agite
fébrilement
sur
sa
chaise
,
compte
sur
ses
doigts
,
puis
,
tout
à
coup
,
se
lève
avec
un
cri
de
triomphe
:
«
Bravo
!
...
j'
y
suis
arrivé
.
–
À
quoi
,
Jacques
?
--
À
établir
notre
budget
,
mon
cher
.
Et
je
te
réponds
que
ce
n'
était
pas
une
petite
affaire
.
Pense
!
soixante
francs
par
mois
pour
vivre
à
deux
!
...
–
Comment
!
soixante
?
...
Je
croyais
que
tu
gagnais
cent
francs
chez
le
marquis
.
–
Oui
!
mais
il
y
a
là
-
dessus
quarante
francs
par
mois
,
à
envoyer
à
Mme
Eyssette
pour
la
reconstruction
du
foyer
...
Restent
donc
soixante
francs
.
Nous
avons
quinze
francs
de
chambre
	;	
comme
tu
vois
,
ce
n'
est
pas
cher
	;	
seulement
,
il
faut
que
je
fasse
le
lit
moi
-
même
.
–
Je
le
ferai
aussi
,
moi
,
Jacques
.
–
Non
,
non
.
Pour
un
académicien
,
ce
ne
serait
pas
convenable
.
Mais
revenons
au
budget
...
Donc
15
francs
de
chambre
,
5
francs
de
charbon
--
seulement
5
francs
,
parce
que
je
vais
le
chercher
moi
-
même
aux
usines
tous
les
mois
--
restent
40
francs
.
Pour
ta
nourriture
,
mettons
30
francs
.
Tu
dîneras
à
la
crémerie
où
nous
sommes
allés
ce
soir
,
c'
est
15
sous
sans
le
dessert
,
et
tu
as
vu
qu'
on
n'
est
pas
trop
mal
.
«
Il
te
reste
5
sous
pour
ton
déjeuner
.
Est
-ce
assez
?
–
Je
crois
bien
.
–
Nous
avons
encore
10
francs
.
Je
compte
7
francs
de
blanchissage
...
Quel
dommage
que
je
n'
aie
pas
le
temps
!
j'
irais
moi
-
même
au
bateau
...
Restent
3
francs
que
j'
emploie
comme
ceci
:
30
sous
pour
mes
déjeuners
...
dame
,
tu
comprends
!
moi
,
je
fais
tous
les
jours
un
bon
repas
chez
mon
marquis
,
et
je
n'
ai
pas
besoin
d'
un
déjeuner
aussi
substantiel
que
le
tien
.
«
Les
derniers
trente
sous
sont
les
menus
frais
,
tabac
,
timbres
-
poste
et
autres
dépenses
imprévues
.
Cela
nous
fait
juste
nos
soixante
francs
...
Hein
!
Crois
-
tu
que
c'
est
calculé
?
»
Et
Jacques
enthousiasmé
se
met
à
gambader
dans
la
chambre
	;	
puis
,
subitement
,
il
s'
arrête
et
prend
un
air
consterné
:
«
Allons
,
bon
!
le
budget
est
à
refaire
...
J'
ai
oublié
quelque
chose
.
--
Quoi
donc
?
.
–
Et
la
bougie
!
...
Comment
feras
-
tu
,
le
soir
,
pour
travailler
,
si
tu
n'
as
pas
de
bougie
?
C'
est
une
dépense
indispensable
,
et
une
dépense
d'
au
moins
cinq
francs
par
mois
...
Où
